step,tokens,loss,lr,tok_per_s,elapsed_s
25,409600,5.7087,9.740e-04,256078,1.6
50,819200,5.3139,8.796e-04,258333,3.2
75,1228800,4.9758,7.315e-04,262889,4.7
100,1638400,4.6801,5.537e-04,263216,6.3
125,2048000,4.5287,3.753e-04,264157,7.8
150,2457600,4.3869,2.254e-04,263066,9.4
175,2867200,4.3036,1.285e-04,263816,11.0
196,3211264,4.2643,1.001e-04,306194,12.3
