step,tokens,loss,lr,tok_per_s,elapsed_s
25,409600,5.7801,8.808e-04,182779,2.2
50,819200,5.4854,5.573e-04,207501,4.2
75,1228800,5.2805,2.292e-04,206636,6.2
98,1605632,5.2581,1.002e-04,219968,8.1
