step,tokens,loss,lr,tok_per_s,elapsed_s
25,5529600,5.6219,1.965e-03,156125,35.4
50,11059200,5.2304,1.825e-03,158251,70.4
75,16588800,4.8714,1.597e-03,158575,105.2
100,22118400,4.5289,1.307e-03,158606,140.1
125,27648000,4.2925,9.925e-04,158464,175.0
150,33177600,4.1240,6.908e-04,158677,209.8
175,38707200,4.0159,4.394e-04,158483,244.7
200,44236800,3.9771,2.691e-04,158151,279.7
225,49766400,3.9042,2.008e-04,157997,314.7
227,50208768,3.9298,2.001e-04,1975021,317.5
