step,tokens,loss,lr,tok_per_s,elapsed_s
10,655360,6.0722,9.097e-04,183662,3.6
20,1310720,5.7638,6.042e-04,197407,6.9
30,1966080,5.6896,2.654e-04,197347,10.2
40,2621440,5.6682,1.015e-04,197454,13.5
