step,tokens,loss,lr,tok_per_s,elapsed_s
10,163840,6.1154,9.097e-04,125279,1.3
20,327680,5.7719,6.042e-04,156078,2.4
30,491520,5.7112,2.654e-04,156746,3.4
40,655360,5.6932,1.015e-04,156539,4.4
