step,tokens,loss,lr,tok_per_s,elapsed_s
10,2539520,6.0516,9.097e-04,188709,13.5
20,5079040,5.7456,6.042e-04,193509,26.6
30,7618560,5.6513,2.654e-04,193046,39.7
40,10158080,5.6277,1.015e-04,190452,53.1
