step,tokens,loss,lr,tok_per_s,elapsed_s
10,1310720,6.0588,9.097e-04,154294,8.5
20,2621440,5.7677,6.042e-04,160738,16.6
30,3932160,5.6556,2.654e-04,159113,24.9
40,5242880,5.6620,1.015e-04,160030,33.1
