step,tokens,loss,lr,tok_per_s,elapsed_s
10,655360,6.0722,9.097e-04,151037,4.3
20,1310720,5.7661,6.042e-04,160928,8.4
30,1966080,5.6866,2.654e-04,160770,12.5
40,2621440,5.6585,1.015e-04,160194,16.6
