step,tokens,loss,lr,tok_per_s,elapsed_s
10,2539520,6.0516,9.097e-04,155186,16.4
20,5079040,5.7385,6.042e-04,80654,47.9
30,7618560,5.6402,2.654e-04,64631,87.1
40,10158080,5.6012,1.015e-04,66509,125.3
