step,tokens,loss,lr,tok_per_s,elapsed_s
10,163840,6.1154,9.097e-04,147536,1.1
20,327680,5.7872,6.042e-04,196110,1.9
30,491520,5.7035,2.654e-04,195553,2.8
40,655360,5.6743,1.015e-04,194562,3.6
